개봉일람 검색,,,,,,,,,,,,,,,,,
검색조건:[조회기간:2011년~2018년 대표국적:전체 영화구분:전체 영화유형:개봉영화],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
"6,948 ",도촬 아가씨 대기실,코지마 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-11-16,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,949 ",도촬 이혼상담 유부녀,오우치 아이리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-15,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,950 ",도촬 호텔 출장마사지,와타나베 카즈야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-02,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,951 ",도촬기록 가정교사,카토 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-13,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,952 ",도쿄 황제마사지,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-06,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,953 ",도쿄에 사는 맑은 슬림녀,호리이 아야,,(주)플라이어,(주)플라이어,2018-04-03,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,드라마,청소년관람불가,상업영화
"6,954 ",독신남자와 이웃집여자,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-01-09,개봉영화,장편,일본,1 ,10000,1 ,10000,1 ,멜로/로맨스,청소년관람불가,상업영화
"6,955 ",돌로레스,마이클 로젤,,(주)컴퍼니엘,(주)컴퍼니엘,2017-09-08,개봉영화,장편,독일,1 ,2000,1 ,2000,1 ,판타지,15세이상관람가,상업영화
"6,956 ",돌싱의 맛있는 유혹,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-01-10,개봉영화,장편,일본,1 ,10000,1 ,10000,1 ,멜로/로맨스,청소년관람불가,상업영화
"6,957 ",동거의 목적(무삭제판),조성우,(주)씨네토리,,(주)제이에이와이이엔터테인먼트,2016-07-12,개봉영화,장편,한국,1 ,5000,1 ,5000,1 ,멜로/로맨스,청소년관람불가,상업영화
"6,958 ",동경밀회-불륜의 정사,니시 야스노리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-08,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,959 ",동급생:침식되어가는 유부녀,카네다 사토시,,(주)아이브픽쳐스,(주)아이브픽쳐스,2018-02-22,개봉영화,장편,일본,1 ,5000,1 ,0,0 ,드라마,청소년관람불가,상업영화
"6,960 ",동생 아내,오자키 히로코우지,,(주)플라이어,(주)플라이어,2017-12-15,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,드라마,청소년관람불가,상업영화
"6,961 ",동생애인과의 정사,타지리 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-27,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,962 ",동정바친 가정교사,오가와 킨야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-02,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,963 ",동창생,다무라 코우스케,,(주)케이알씨지,(주)케이알씨지,2015-07-09,개봉영화,장편,일본,1 ,5000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,964 ",동창생과 자는 여자,에모토 토시로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-04-06,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,965 ",동창생의 목적-무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2018-05-01,개봉영화,장편,한국,1 ,1000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,966 ",동창생의 음란 마사지,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-02,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,967 ",동창회의 목적 2 (무삭제),성우진,영화사 인연,,영화사 인연,2017-10-27,개봉영화,장편,한국,1 ,5000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,968 ",동창회의 목적 3(무삭제),이도시,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-04-27,개봉영화,장편,한국,1 ,5000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,969 ",동창회의 목적(무삭제),정대만,펀펀한영화사,,펀펀한영화사,2015-11-19,개봉영화,장편,한국,1 ,8000,1 ,8000,1 ,멜로/로맨스,청소년관람불가,상업영화
"6,970 ",동창회의 목적: 더 비기닝 (무삭제),정대만,(주)소나무픽쳐스,,(주)소나무픽쳐스,2017-07-26,개봉영화,장편,한국,1 ,5000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,971 ",동호회의 목적 무삭제,조경훈,(주)영화사 사계절,,(주)영화사 사계절,2017-06-19,개봉영화,장편,한국,1 ,5000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,972 ",두 명의 유부녀와 육덕폭발,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-01,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,973 ",두 번 벗은 형수님,쿠보데라 카즈토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-19,개봉영화,장편,일본,1 ,5000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,974 ",두 번째 아내,키타자와 유키오,,(주)영진크리에이티브,(주)영진크리에이티브,2017-01-20,개봉영화,장편,일본,1 ,5000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,975 ",두 부부의 정사,이상민,(주)영화사가을,,(주)영화사가을,2018-03-30,개봉영화,장편,한국,1 ,6000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,976 ",두 엄마 (무삭제),이도시,(주)소나무픽쳐스,,(주)소나무픽쳐스,2017-10-27,개봉영화,장편,한국,1 ,5000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"6,977 ",두꺼운 정력가와 유부녀,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-04,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,978 ",두마리 여우와의 정사,와타나베 모토츠구,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-01,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,979 ",둠스데이: 지구 최후의 전쟁,마르틴 바르네비츠,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-01-19,개봉영화,장편,덴마크,1 ,5000,1 ,0,0 ,어드벤처,12세이상관람가,다양성영화
"6,980 ",뒤는 네가 처음이야,이마오카 신지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-05-24,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,981 ",뒤로 부탁해요-소악마의 유혹,고토 다이스케,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-23,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,982 ",뒷태가 이쁜 미망인,아라키 타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-15,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,983 ",드라큘라 레전드,루페시 폴,,(주)케이알씨지,(주)케이알씨지,2016-05-19,개봉영화,장편,아랍에미리트연합국정부,1 ,5000,1 ,0,0 ,공포(호러),15세이상관람가,상업영화
"6,984 ",드래곤 기사단,사이먼 웰스,,주식회사 풍경소리,주식회사 풍경소리,2018-03-31,개봉영화,장편,영국,1 ,3000,1 ,0,0 ,판타지,15세이상관람가,상업영화
"6,985 ",드래곤 레저렉션,마크 앳킨스,,(주)케이알씨지,(주)케이알씨지,2015-11-26,개봉영화,장편,미국,1 ,4000,1 ,0,0 ,액션,12세이상관람가,상업영화
"6,986 ",드래곤 파이터 P-51,마크 앳킨스,,(주)케이알씨지,(주)케이알씨지,2016-09-01,개봉영화,장편,미국,1 ,3000,1 ,0,0 ,액션,12세이상관람가,상업영화
"6,987 ",드론: 미래전쟁,릭 로젠탈,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-07,개봉영화,장편,미국,1 ,2000,1 ,2000,1 ,전쟁,12세이상관람가,상업영화
"6,988 ",드론전쟁: 굿킬,앤드류 니콜,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-03-15,개봉영화,장편,미국,1 ,8000,1 ,0,0 ,액션,15세이상관람가,다양성영화
"6,989 ",들이대는 대학선배-이제그만,우수바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-11-03,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,990 ",들키지 않으면 불륜,요리다 헤이스케,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-05-25,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,991 ",등산후 여자사냥,카와사키 군지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-10,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"6,992 ",디 아이즈,,,주식회사 레드아이스,주식회사 레드아이스,2018-06-15,개봉영화,장편,미국,1 ,1000,1 ,0,0 ,범죄,15세이상관람가,상업영화
"6,993 ",디노타샤 어드벤처,마크 앳킨스,,(유)조이앤시네마,(유)조이앤시네마,2018-03-07,개봉영화,장편,미국,1 ,1000,1 ,0,0 ,코미디,전체관람가,상업영화
"6,994 ",디아블로 : 어둠의 파수꾼,존 게데스,,미카사미디어,미카사미디어,2015-05-14,개봉영화,장편,캐나다,1 ,5000,1 ,5000,1 ,공포(호러),청소년관람불가,상업영화
"6,995 ",디치,조 헨드릭,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-06-02,개봉영화,장편,미국,1 ,2000,1 ,0,0 ,공포(호러),청소년관람불가,상업영화
"6,996 ",딜레마,스베토자르 리스토브스키,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2018-05-25,개봉영화,장편,마케도니아,1 ,2000,1 ,2000,1 ,드라마,청소년관람불가,상업영화
"6,997 ",딥 임팩트 파이널,데이빗 호건,,스크린조이,스크린조이,2015-05-07,개봉영화,장편,캐나다,1 ,5000,1 ,0,0 ,액션,12세이상관람가,상업영화
"6,998 ",딥워터 엘리게이터,브랜다이스 베리,,(주)케이알씨지,(주)케이알씨지,2017-11-30,개봉영화,장편,미국,1 ,3000,1 ,0,0 ,공포(호러),15세이상관람가,상업영화
"6,999 ",따라지: 비열한 거리 무삭제판,신동엽,"디에스미디어,(주)영화사골든오션",,(주)드림팩트엔터테인먼트,2015-11-12,개봉영화,장편,한국,1 ,4000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"7,000 ",딸기 팬티의 불륜,이즈미 유스이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-02-22,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"7,001 ",딸의 친구,최우성,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2017-01-21,개봉영화,장편,한국,1 ,2000,1 ,2000,1 ,멜로/로맨스,청소년관람불가,상업영화
"7,002 ",딸의 친구 2 - 무삭제판,계장혁,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2018-01-24,개봉영화,장편,한국,1 ,3000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"7,003 ",땀냄새에 이끌린 유부녀,다테 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-12-01,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"7,004 ",떠난 남편과 새로운 남자,카와사키 쥰지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-27,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"7,005 ",떡국열차 신드롬 무삭제판,아키야마 요시오,,(주)케이알씨지,(주)케이알씨지,2015-12-23,개봉영화,장편,일본,1 ,4000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"7,006 ",뜨거운 여감옥의 밤,하세가와 쿠니히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-01-06,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"7,007 ",뜨거운 이웃 무삭제 감독판,이전,(주)케이알씨지,,(주)케이알씨지,2016-07-21,개봉영화,장편,한국,1 ,3000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"7,008 ",뜨거운 정사 - 미나 이야기,쥬레쓰 도리나,,(주)아컴스튜디오,(주)아컴스튜디오,2016-04-04,개봉영화,장편,일본,1 ,5000,1 ,5000,1 ,성인물(에로),청소년관람불가,상업영화
"7,009 ",라다랜드,소폰 사크다피싯,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2015-12-17,개봉영화,장편,태국,1 ,7000,1 ,7000,1 ,공포(호러),청소년관람불가,상업영화
"7,010 ",라면 먹고 갈래?,강백호,주식회사 이엔터,,주식회사 이엔터,2016-03-17,개봉영화,장편,한국,1 ,8000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"7,011 ",라면집 아줌마,시미즈 다이스케,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-23,개봉영화,장편,일본,1 ,8000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"7,012 ",라스트 엘비스,아르만도 보,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-01-07,개봉영화,장편,아르헨티나,1 ,8000,1 ,8000,1 ,드라마,15세이상관람가,상업영화
"7,013 ",라이즈,맥 린돈,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-24,개봉영화,장편,호주,1 ,3000,1 ,0,0 ,범죄,15세이상관람가,상업영화
"7,014 ",라이즈 오브 더 풋솔져 3,잭커리 애들러,,(주)누리픽쳐스,(주)누리픽쳐스,2018-06-27,개봉영화,장편,영국,1 ,6000,1 ,0,0 ,액션,청소년관람불가,상업영화
"7,015 ",라이트하우스 키퍼,벤자민 쿠퍼,,주식회사 레드아이스,주식회사 레드아이스,2017-10-27,개봉영화,장편,미국,1 ,3000,1 ,0,0 ,공포(호러),15세이상관람가,상업영화
"7,016 ",라인 오브 듀티,브라이언 라미레즈,,(주)이놀미디어,(주)이놀미디어,2016-12-01,개봉영화,장편,미국,1 ,5000,1 ,0,0 ,액션,청소년관람불가,상업영화
"7,017 ",라인오버,마에다 나오키,,(주)영진크리에이티브,(주)영진크리에이티브,2017-05-19,개봉영화,장편,일본,1 ,5000,1 ,0,0 ,드라마,청소년관람불가,상업영화
"7,018 ",란교 - 닥치고 정사,오데라 슌고,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-09-16,개봉영화,장편,일본,1 ,5000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"7,019 ",랜드 오브 베어스,기욤 뱅상,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),2014-12-22,개봉영화,장편,프랑스,1 ,8000,1 ,8000,1 ,다큐멘터리,전체관람가,상업영화
"7,020 ",랜드 오브 스마일,브래들리 스트라이커,,주식회사 레드아이스,주식회사 레드아이스,2017-06-21,개봉영화,장편,미국,1 ,3000,1 ,0,0 ,공포(호러),청소년관람불가,다양성영화
"7,021 ",러브앤서울 복숭아마을 도색소동기 무삭제판,조조 히데오,(주)케이알씨지,,(주)케이알씨지,2015-11-19,개봉영화,장편,한국,1 ,4000,1 ,0,0 ,멜로/로맨스,청소년관람불가,상업영화
"7,022 ",러브인베를린,룰루 왕,,(주)블루브릭,(주)블루브릭,2015-12-17,개봉영화,장편,미국,1 ,5000,1 ,0,0 ,코미디,12세이상관람가,상업영화
"7,023 ",러브호텔에서 보았다,후지타 마키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-11-09,개봉영화,장편,일본,1 ,6000,1 ,0,0 ,성인물(에로),청소년관람불가,상업영화
"7,024 ",럭키 스티프,크리스토퍼 애슐리,,(주)영화공간,(주)영화공간,2018-01-16,개봉영화,장편,미국,1 ,2000,1 ,2000,1 ,코미디,12세이상관람가,다양성영화
"7,025 ",런어웨이-72,크리스찬 세스마,,(주)블루브릭,(주)블루브릭,2015-09-24,개봉영화,장편,미국,1 ,5000,1 ,5000,1 ,액션,청소년관람불가,상업영화
"7,026 ",럼블,R. 엘리스 프레이저,,모비딕엔터테인먼트(주),모비딕엔터테인먼트(주),2017-08-22,개봉영화,장편,미국,1 ,5000,1 ,0,0 ,액션,15세이상관람가,상업영화
"7,027 ",레드 바론,니콜라이 뮬러숀,,,(주)누리픽쳐스,2011-01-13,개봉영화,장편,독일,1 ,7000,1 ,7000,1 ,드라마,15세이상관람가,상업영화
"7,028 ",레드: 위험한 유혹,장정관,주식회사 이엔터,,주식회사 대양미디어,2016-06-02,개봉영화,장편,한국,1 ,5000,1 ,5000,1 ,드라마,청소년관람불가,상업영화
"7,029 ",레이싱: 더 라이벌,무스타파 칸,,(주)나우콘텐츠,(주)나우콘텐츠,2016-09-02,개봉영화,장편,미국,1 ,8000,1 ,0,0 ,액션,12세이상관람가,상업영화
"7,030 ",레이크피어2: 더 스웜프,,,주식회사 레드아이스,주식회사 레드아이스,2018-01-24,개봉영화,장편,미국,1 ,3000,1 ,0,0 ,공포(호러),청소년관람불가,상업영화
"7,031 ",레이트 페이시스: 늑대의 저주,아드리안 가르시아 보글리아노,,(주)티에스앤컴퍼니,(주)티에스앤컴퍼니,2015-04-29,개봉영화,장편,미국,1 ,5000,1 ,5000,1 ,공포(호러),15세이상관람가,상업영화
"7,032 ",레일웨이 맨,조나단 텝리츠키,,(주)누리픽쳐스,(주)누리픽쳐스,2014-11-11,개봉영화,장편,영국,1 ,8000,1 ,8000,1 ,드라마,15세이상관람가,상업영화
"7,033 ",레전드 워리어,아즈말 자히르 아메드,,(주)케이알씨지,(주)케이알씨지,2018-03-28,개봉영화,장편,미국,1 ,1000,1 ,0,0 ,스릴러,15세이상관람가,상업영화
"7,034 ",레지던트 데블,르네 페르즈,,(주)케이알씨지,(주)케이알씨지,2018-05-08,개봉영화,장편,미국,1 ,1000,1 ,0,0 ,스릴러,청소년관람불가,상업영화
